Policy Area,Dataset,Variable,Year,Amount,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Housing & Real Estate,Rent Price,Median Rent Price,2016,1263,"Census Tract 1238, Los Angeles County, California",123800,Valley Glen,1400000US06037123800,"(34.181224, -118.400846)",Median_Rent_Price_2016_1400000US06037123800,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1299,"Census Tract 1239.01, Los Angeles County, California",123901,North Hollywood,1400000US06037123901,"(34.1848585, -118.394806)",Median_Rent_Price_2016_1400000US06037123901,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1460,"Census Tract 1239.02, Los Angeles County, California",123902,North Hollywood,1400000US06037123902,"(34.176766, -118.3921365)",Median_Rent_Price_2016_1400000US06037123902,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1443,"Census Tract 1240, Los Angeles County, California",124000,Valley Village,1400000US06037124000,"(34.162959, -118.4048165)",Median_Rent_Price_2016_1400000US06037124000,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1147,"Census Tract 1241.02, Los Angeles County, California",124102,North Hollywood,1400000US06037124102,"(34.175783, -118.383398)",Median_Rent_Price_2016_1400000US06037124102,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1097,"Census Tract 1241.03, Los Angeles County, California",124103,North Hollywood,1400000US06037124103,"(34.1884915, -118.3834125)",Median_Rent_Price_2016_1400000US06037124103,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1074,"Census Tract 1241.04, Los Angeles County, California",124104,North Hollywood,1400000US06037124104,"(34.1848615, -118.383409)",Median_Rent_Price_2016_1400000US06037124104,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1135,"Census Tract 1241.05, Los Angeles County, California",124105,North Hollywood,1400000US06037124105,"(34.181229, -118.383405)",Median_Rent_Price_2016_1400000US06037124105,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1297,"Census Tract 1242.01, Los Angeles County, California",124201,North Hollywood,1400000US06037124201,"(34.1848665, -118.374674)",Median_Rent_Price_2016_1400000US06037124201,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1259,"Census Tract 1242.03, Los Angeles County, California",124203,North Hollywood,1400000US06037124203,"(34.177602, -118.3746645)",Median_Rent_Price_2016_1400000US06037124203,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1143,"Census Tract 1242.04, Los Angeles County, California",124204,North Hollywood,1400000US06037124204,"(34.1739735, -118.3746565)",Median_Rent_Price_2016_1400000US06037124204,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1068,"Census Tract 1243, Los Angeles County, California",124300,North Hollywood,1400000US06037124300,"(34.175793, -118.36403)",Median_Rent_Price_2016_1400000US06037124300,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1204,"Census Tract 1244, Los Angeles County, California",124400,Valley Glen,1400000US06037124400,"(34.1738495, -118.409707)",Median_Rent_Price_2016_1400000US06037124400,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1463,"Census Tract 1245, Los Angeles County, California",124500,Valley Glen,1400000US06037124500,"(34.1741095, -118.4246955)",Median_Rent_Price_2016_1400000US06037124500,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1450,"Census Tract 1246, Los Angeles County, California",124600,Sherman Oaks,1400000US06037124600,"(34.161935, -118.4268715)",Median_Rent_Price_2016_1400000US06037124600,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1545,"Census Tract 1247, Los Angeles County, California",124700,Sherman Oaks,1400000US06037124700,"(34.162466912294278, -118.41386449999408)",Median_Rent_Price_2016_1400000US06037124700,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1224,"Census Tract 1249.02, Los Angeles County, California",124902,Valley Village,1400000US06037124902,"(34.170222, -118.4008735)",Median_Rent_Price_2016_1400000US06037124902,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1363,"Census Tract 1249.03, Los Angeles County, California",124903,Valley Village,1400000US06037124903,"(34.1666115, -118.4008715)",Median_Rent_Price_2016_1400000US06037124903,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1271,"Census Tract 1251, Los Angeles County, California",125100,Valley Village,1400000US06037125100,"(34.1648815, -118.39212)",Median_Rent_Price_2016_1400000US06037125100,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1264,"Census Tract 1252, Los Angeles County, California",125200,Valley Village,1400000US06037125200,"(34.1648915, -118.383369)",Median_Rent_Price_2016_1400000US06037125200,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1266,"Census Tract 1253.10, Los Angeles County, California",125310,North Hollywood,1400000US06037125310,"(34.1685345, -118.3668635)",Median_Rent_Price_2016_1400000US06037125310,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1458,"Census Tract 1253.20, Los Angeles County, California",125320,North Hollywood,1400000US06037125320,"(34.1667075, -118.3702555)",Median_Rent_Price_2016_1400000US06037125320,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1390,"Census Tract 1254.01, Los Angeles County, California",125401,North Hollywood,1400000US06037125401,"(34.1612765, -118.374603)",Median_Rent_Price_2016_1400000US06037125401,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1524,"Census Tract 1254.02, Los Angeles County, California",125402,North Hollywood,1400000US06037125402,"(34.1568065, -118.3734175)",Median_Rent_Price_2016_1400000US06037125402,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1265,"Census Tract 1255.01, Los Angeles County, California",125501,North Hollywood,1400000US06037125501,"(34.1621865, -118.365879)",Median_Rent_Price_2016_1400000US06037125501,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1459,"Census Tract 1255.02, Los Angeles County, California",125502,Toluca Lake,1400000US06037125502,"(34.1564755, -118.3658595)",Median_Rent_Price_2016_1400000US06037125502,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1413,"Census Tract 1256, Los Angeles County, California",125600,Toluca Lake,1400000US06037125600,"(34.1588915, -118.355607)",Median_Rent_Price_2016_1400000US06037125600,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1178,"Census Tract 1271.02, Los Angeles County, California",127102,Van Nuys,1400000US06037127102,"(34.206446, -118.4443775)",Median_Rent_Price_2016_1400000US06037127102,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1047,"Census Tract 1271.03, Los Angeles County, California",127103,Van Nuys,1400000US06037127103,"(34.2046925, -118.42898)",Median_Rent_Price_2016_1400000US06037127103,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1213,"Census Tract 1271.04, Los Angeles County, California",127104,Van Nuys,1400000US06037127104,"(34.2056005, -118.4356785)",Median_Rent_Price_2016_1400000US06037127104,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1124,"Census Tract 1272.10, Los Angeles County, California",127210,Van Nuys,1400000US06037127210,"(34.2080785, -118.45744)",Median_Rent_Price_2016_1400000US06037127210,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1070,"Census Tract 1272.20, Los Angeles County, California",127220,Van Nuys,1400000US06037127220,"(34.2047635, -118.4531115)",Median_Rent_Price_2016_1400000US06037127220,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1063,"Census Tract 1273, Los Angeles County, California",127300,Van Nuys,1400000US06037127300,"(34.2087545, -118.4697515)",Median_Rent_Price_2016_1400000US06037127300,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1126,"Census Tract 1274, Los Angeles County, California",127400,Van Nuys,1400000US06037127400,"(34.211219, -118.4794785)",Median_Rent_Price_2016_1400000US06037127400,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,982,"Census Tract 1275.20, Los Angeles County, California",127520,Van Nuys,1400000US06037127520,"(34.2182555, -118.469623)",Median_Rent_Price_2016_1400000US06037127520,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1181,"Census Tract 1276.03, Los Angeles County, California",127603,Van Nuys,1400000US06037127603,"(34.19575, -118.479983)",Median_Rent_Price_2016_1400000US06037127603,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1104,"Census Tract 1276.04, Los Angeles County, California",127604,Van Nuys,1400000US06037127604,"(34.199296, -118.479612)",Median_Rent_Price_2016_1400000US06037127604,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1250,"Census Tract 1276.05, Los Angeles County, California",127605,Van Nuys,1400000US06037127605,"(34.1902705, -118.485831)",Median_Rent_Price_2016_1400000US06037127605,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1167,"Census Tract 1276.06, Los Angeles County, California",127606,Van Nuys,1400000US06037127606,"(34.190276, -118.4777465)",Median_Rent_Price_2016_1400000US06037127606,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1151,"Census Tract 1277.11, Los Angeles County, California",127711,Van Nuys,1400000US06037127711,"(34.1871595, -118.4701935)",Median_Rent_Price_2016_1400000US06037127711,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1077,"Census Tract 1277.12, Los Angeles County, California",127712,Van Nuys,1400000US06037127712,"(34.197487, -118.4701995)",Median_Rent_Price_2016_1400000US06037127712,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1050,"Census Tract 1278.03, Los Angeles County, California",127803,Van Nuys,1400000US06037127803,"(34.197557, -118.4530895)",Median_Rent_Price_2016_1400000US06037127803,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1106,"Census Tract 1278.04, Los Angeles County, California",127804,Van Nuys,1400000US06037127804,"(34.197493, -118.461823)",Median_Rent_Price_2016_1400000US06037127804,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1051,"Census Tract 1278.05, Los Angeles County, California",127805,Van Nuys,1400000US06037127805,"(34.192108, -118.457452)",Median_Rent_Price_2016_1400000US06037127805,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1001,"Census Tract 1278.06, Los Angeles County, California",127806,Van Nuys,1400000US06037127806,"(34.1886615, -118.457449)",Median_Rent_Price_2016_1400000US06037127806,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1155,"Census Tract 1279.10, Los Angeles County, California",127910,Van Nuys,1400000US06037127910,"(34.197562, -118.444372)",Median_Rent_Price_2016_1400000US06037127910,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1175,"Census Tract 1279.20, Los Angeles County, California",127920,Van Nuys,1400000US06037127920,"(34.197565, -118.435622)",Median_Rent_Price_2016_1400000US06037127920,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1160,"Census Tract 1281.01, Los Angeles County, California",128101,Valley Glen,1400000US06037128101,"(34.1902995, -118.4356175)",Median_Rent_Price_2016_1400000US06037128101,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1163,"Census Tract 1281.02, Los Angeles County, California",128102,Van Nuys,1400000US06037128102,"(34.190296, -118.444351)",Median_Rent_Price_2016_1400000US06037128102,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1160,"Census Tract 1282.10, Los Angeles County, California",128210,Van Nuys,1400000US06037128210,"(34.183584, -118.4443465)",Median_Rent_Price_2016_1400000US06037128210,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1122,"Census Tract 1282.20, Los Angeles County, California",128220,Valley Glen,1400000US06037128220,"(34.1832715, -118.4356135)",Median_Rent_Price_2016_1400000US06037128220,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1104,"Census Tract 1283.02, Los Angeles County, California",128302,Van Nuys,1400000US06037128302,"(34.18353, -118.4596295)",Median_Rent_Price_2016_1400000US06037128302,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1095,"Census Tract 1283.03, Los Angeles County, California",128303,Van Nuys,1400000US06037128303,"(34.18356, -118.4530775)",Median_Rent_Price_2016_1400000US06037128303,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1265,"Census Tract 1284, Los Angeles County, California",128400,Van Nuys,1400000US06037128400,"(34.178852, -118.461253)",Median_Rent_Price_2016_1400000US06037128400,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1464,"Census Tract 1285, Los Angeles County, California",128500,Sherman Oaks,1400000US06037128500,"(34.1703025, -118.4443375)",Median_Rent_Price_2016_1400000US06037128500,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1133,"Census Tract 1286.01, Los Angeles County, California",128601,Valley Glen,1400000US06037128601,"(34.1781255, -118.439977)",Median_Rent_Price_2016_1400000US06037128601,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1357,"Census Tract 1286.02, Los Angeles County, California",128602,Sherman Oaks,1400000US06037128602,"(34.1712145, -118.4356065)",Median_Rent_Price_2016_1400000US06037128602,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1573,"Census Tract 1287.02, Los Angeles County, California",128702,Sherman Oaks,1400000US06037128702,"(34.1600075, -118.439966)",Median_Rent_Price_2016_1400000US06037128702,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1317,"Census Tract 1288.01, Los Angeles County, California",128801,Sherman Oaks,1400000US06037128801,"(34.1684665, -118.46564)",Median_Rent_Price_2016_1400000US06037128801,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1595,"Census Tract 1288.02, Los Angeles County, California",128802,Sherman Oaks,1400000US06037128802,"(34.1684825, -118.455251)",Median_Rent_Price_2016_1400000US06037128802,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1539,"Census Tract 1289.10, Los Angeles County, California",128910,Sherman Oaks,1400000US06037128910,"(34.160867, -118.4590905)",Median_Rent_Price_2016_1400000US06037128910,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1281,"Census Tract 1310.10, Los Angeles County, California",131010,Reseda,1400000US06037131010,"(34.214552, -118.541108)",Median_Rent_Price_2016_1400000US06037131010,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1238,"Census Tract 1310.20, Los Angeles County, California",131020,Reseda,1400000US06037131020,"(34.1992525, -118.5399945)",Median_Rent_Price_2016_1400000US06037131020,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1793,"Census Tract 1311, Los Angeles County, California",131100,Lake Balboa,1400000US06037131100,"(34.2148095, -118.505505)",Median_Rent_Price_2016_1400000US06037131100,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2030,"Census Tract 1312, Los Angeles County, California",131200,Lake Balboa,1400000US06037131200,"(34.2147545, -118.514238)",Median_Rent_Price_2016_1400000US06037131200,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2038,"Census Tract 1313, Los Angeles County, California",131300,Reseda,1400000US06037131300,"(34.2146895, -118.5229705)",Median_Rent_Price_2016_1400000US06037131300,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1221,"Census Tract 1314, Los Angeles County, California",131400,Reseda,1400000US06037131400,"(34.214622, -118.531704)",Median_Rent_Price_2016_1400000US06037131400,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1768,"Census Tract 1316, Los Angeles County, California",131600,Reseda,1400000US06037131600,"(34.214462, -118.553111)",Median_Rent_Price_2016_1400000US06037131600,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1253,"Census Tract 1317.01, Los Angeles County, California",131701,Reseda,1400000US06037131701,"(34.2046655, -118.5578915)",Median_Rent_Price_2016_1400000US06037131701,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1331,"Census Tract 1317.02, Los Angeles County, California",131702,Reseda,1400000US06037131702,"(34.2046775, -118.548712)",Median_Rent_Price_2016_1400000US06037131702,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1197,"Census Tract 1318, Los Angeles County, California",131800,Reseda,1400000US06037131800,"(34.2047035, -118.527322)",Median_Rent_Price_2016_1400000US06037131800,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2112,"Census Tract 1319, Los Angeles County, California",131900,Lake Balboa,1400000US06037131900,"(34.2047185, -118.50986)",Median_Rent_Price_2016_1400000US06037131900,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1181,"Census Tract 1320.01, Los Angeles County, California",132001,Lake Balboa,1400000US06037132001,"(34.1920605, -118.5142095)",Median_Rent_Price_2016_1400000US06037132001,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1567,"Census Tract 1320.02, Los Angeles County, California",132002,Lake Balboa,1400000US06037132002,"(34.193829, -118.5098475)",Median_Rent_Price_2016_1400000US06037132002,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1448,"Census Tract 1321.01, Los Angeles County, California",132101,Lake Balboa,1400000US06037132101,"(34.1902625, -118.495655)",Median_Rent_Price_2016_1400000US06037132101,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1162,"Census Tract 1321.02, Los Angeles County, California",132102,Lake Balboa,1400000US06037132102,"(34.20352, -118.4967605)",Median_Rent_Price_2016_1400000US06037132102,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1083,"Census Tract 1323, Los Angeles County, California",132300,Reseda,1400000US06037132300,"(34.1974585, -118.5273115)",Median_Rent_Price_2016_1400000US06037132300,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1190,"Census Tract 1325.01, Los Angeles County, California",132501,Reseda,1400000US06037132501,"(34.197466, -118.548712)",Median_Rent_Price_2016_1400000US06037132501,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1216,"Census Tract 1325.02, Los Angeles County, California",132502,Reseda,1400000US06037132502,"(34.190734, -118.5471015)",Median_Rent_Price_2016_1400000US06037132502,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1120,"Census Tract 1327, Los Angeles County, California",132700,Reseda,1400000US06037132700,"(34.189425, -118.527258)",Median_Rent_Price_2016_1400000US06037132700,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2037,"Census Tract 1329, Los Angeles County, California",132900,Encino,1400000US06037132900,"(34.185127, -118.525918)",Median_Rent_Price_2016_1400000US06037132900,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1552,"Census Tract 1330, Los Angeles County, California",133000,Reseda,1400000US06037133000,"(34.1944835, -118.557871)",Median_Rent_Price_2016_1400000US06037133000,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1320,"Census Tract 1331, Los Angeles County, California",133100,Tarzana,1400000US06037133100,"(34.185206, -118.5447525)",Median_Rent_Price_2016_1400000US06037133100,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1229,"Census Tract 1340.01, Los Angeles County, California",134001,Canoga Park,1400000US06037134001,"(34.2017765, -118.5906475)",Median_Rent_Price_2016_1400000US06037134001,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1109,"Census Tract 1340.02, Los Angeles County, California",134002,Winnetka,1400000US06037134002,"(34.2017175, -118.584817)",Median_Rent_Price_2016_1400000US06037134002,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1149,"Census Tract 1341.01, Los Angeles County, California",134101,Winnetka,1400000US06037134101,"(34.214331, -118.5666505)",Median_Rent_Price_2016_1400000US06037134101,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1158,"Census Tract 1341.03, Los Angeles County, California",134103,Winnetka,1400000US06037134103,"(34.214258, -118.5790175)",Median_Rent_Price_2016_1400000US06037134103,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1282,"Census Tract 1341.04, Los Angeles County, California",134104,Winnetka,1400000US06037134104,"(34.211953, -118.575385)",Median_Rent_Price_2016_1400000US06037134104,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1435,"Census Tract 1342.01, Los Angeles County, California",134201,Canoga Park,1400000US06037134201,"(34.2141235, -118.59024)",Median_Rent_Price_2016_1400000US06037134201,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2359,"Census Tract 1343.02, Los Angeles County, California",134302,West Hills,1400000US06037134302,"(34.2138875, -118.6216555)",Median_Rent_Price_2016_1400000US06037134302,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1484,"Census Tract 1343.03, Los Angeles County, California",134303,West Hills,1400000US06037134303,"(34.2027615, -118.614672)",Median_Rent_Price_2016_1400000US06037134303,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2250,"Census Tract 1343.04, Los Angeles County, California",134304,Canoga Park,1400000US06037134304,"(34.213963, -118.6102945)",Median_Rent_Price_2016_1400000US06037134304,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1186,"Census Tract 1343.05, Los Angeles County, California",134305,Canoga Park,1400000US06037134305,"(34.2176665, -118.601714)",Median_Rent_Price_2016_1400000US06037134305,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1440,"Census Tract 1343.06, Los Angeles County, California",134306,Canoga Park,1400000US06037134306,"(34.2119155, -118.601704)",Median_Rent_Price_2016_1400000US06037134306,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,3293,"Census Tract 1344.21, Los Angeles County, California",134421,West Hills,1400000US06037134421,"(34.2027805, -118.6477985)",Median_Rent_Price_2016_1400000US06037134421,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2366,"Census Tract 1344.22, Los Angeles County, California",134422,West Hills,1400000US06037134422,"(34.203569, -118.630125)",Median_Rent_Price_2016_1400000US06037134422,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2316,"Census Tract 1344.23, Los Angeles County, California",134423,West Hills,1400000US06037134423,"(34.2137705, -118.63362)",Median_Rent_Price_2016_1400000US06037134423,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2250,"Census Tract 1344.24, Los Angeles County, California",134424,West Hills,1400000US06037134424,"(34.21294, -118.6550685)",Median_Rent_Price_2016_1400000US06037134424,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1094,"Census Tract 1345.20, Los Angeles County, California",134520,Canoga Park,1400000US06037134520,"(34.197392, -118.59933)",Median_Rent_Price_2016_1400000US06037134520,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1323,"Census Tract 1345.21, Los Angeles County, California",134521,Canoga Park,1400000US06037134521,"(34.2046645, -118.5952795)",Median_Rent_Price_2016_1400000US06037134521,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1010,"Census Tract 1345.22, Los Angeles County, California",134522,Canoga Park,1400000US06037134522,"(34.2046535, -118.6016945)",Median_Rent_Price_2016_1400000US06037134522,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1077,"Census Tract 1347.10, Los Angeles County, California",134710,Winnetka,1400000US06037134710,"(34.204629, -118.579151)",Median_Rent_Price_2016_1400000US06037134710,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1254,"Census Tract 1347.20, Los Angeles County, California",134720,Winnetka,1400000US06037134720,"(34.204646, -118.568813)",Median_Rent_Price_2016_1400000US06037134720,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1563,"Census Tract 1348, Los Angeles County, California",134800,Winnetka,1400000US06037134800,"(34.195612, -118.5725685)",Median_Rent_Price_2016_1400000US06037134800,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1226,"Census Tract 1349.01, Los Angeles County, California",134901,Tarzana,1400000US06037134901,"(34.1859945, -118.562223)",Median_Rent_Price_2016_1400000US06037134901,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1591,"Census Tract 1349.03, Los Angeles County, California",134903,Canoga Park,1400000US06037134903,"(34.191802, -118.5929565)",Median_Rent_Price_2016_1400000US06037134903,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1022,"Census Tract 1349.04, Los Angeles County, California",134904,Winnetka,1400000US06037134904,"(34.1904695, -118.5796995)",Median_Rent_Price_2016_1400000US06037134904,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1935,"Census Tract 1349.05, Los Angeles County, California",134905,Woodland Hills,1400000US06037134905,"(34.1829585, -118.584201)",Median_Rent_Price_2016_1400000US06037134905,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2634,"Census Tract 1351.02, Los Angeles County, California",135102,West Hills,1400000US06037135102,"(34.188713, -118.6189975)",Median_Rent_Price_2016_1400000US06037135102,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1466,"Census Tract 1351.11, Los Angeles County, California",135111,Canoga Park,1400000US06037135111,"(34.192351, -118.6102355)",Median_Rent_Price_2016_1400000US06037135111,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2089,"Census Tract 1351.13, Los Angeles County, California",135113,Woodland Hills,1400000US06037135113,"(34.181024, -118.6059875)",Median_Rent_Price_2016_1400000US06037135113,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1619,"Census Tract 1351.14, Los Angeles County, California",135114,Canoga Park,1400000US06037135114,"(34.1882935, -118.605996)",Median_Rent_Price_2016_1400000US06037135114,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2276,"Census Tract 1352.01, Los Angeles County, California",135201,West Hills,1400000US06037135201,"(34.1883425, -118.627666)",Median_Rent_Price_2016_1400000US06037135201,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2666,"Census Tract 1352.02, Los Angeles County, California",135202,West Hills,1400000US06037135202,"(34.1891815, -118.6372335)",Median_Rent_Price_2016_1400000US06037135202,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2618,"Census Tract 1352.03, Los Angeles County, California",135203,West Hills,1400000US06037135203,"(34.1943875, -118.6552165)",Median_Rent_Price_2016_1400000US06037135203,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1874,"Census Tract 1371.03, Los Angeles County, California",137103,Woodland Hills,1400000US06037137103,"(34.1742965, -118.6015635)",Median_Rent_Price_2016_1400000US06037137103,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,3204,"Census Tract 1371.04, Los Angeles County, California",137104,Woodland Hills,1400000US06037137104,"(34.1740855, -118.5841795)",Median_Rent_Price_2016_1400000US06037137104,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,1637,"Census Tract 1372.01, Los Angeles County, California",137201,Woodland Hills,1400000US06037137201,"(34.1718335, -118.614082)",Median_Rent_Price_2016_1400000US06037137201,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2881,"Census Tract 1373.01, Los Angeles County, California",137301,Woodland Hills,1400000US06037137301,"(34.1767335, -118.6309385)",Median_Rent_Price_2016_1400000US06037137301,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,3185,"Census Tract 1373.02, Los Angeles County, California",137302,Woodland Hills,1400000US06037137302,"(34.177044, -118.6555755)",Median_Rent_Price_2016_1400000US06037137302,01/01/2016
Housing & Real Estate,Rent Price,Median Rent Price,2016,2630,"Census Tract 1374.01, Los Angeles County, California",137401,Woodland Hills,1400000US06037137401,"(34.1582135, -118.612342)",Median_Rent_Price_2016_1400000US06037137401,01/01/2016
